11,0,1,2,3,4,5,6,7
167939,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_0,Khan Academy _27_0_38,train,what information are you collecting from me?,"These tracking technologies cookies collect information about how you use the Service (e.g., the pages you view, the links you click, and other actions you take on the Service), information about your browser and online usage patterns (e.g., Internet Protocol (IP) address, browser type, browser language, referring / exit pages and URLs, pages viewed, whether you opened an email, links clicked), and information about the device(s) you use to access the Service (e.g., mobile device identifier, mobile carrier, device type, model and manufacturer, mobile device operating system brand and model, and whether you access the Service from multiple devices).",Relevant
167940,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_0,Khan Academy _27_0_39,train,what information are you collecting from me?,"We may collect analytics data, or use third-party analytics tools such as Google Analytics, to help us measure traffic and usage trends for the Sites and to understand more about the demographics of our users.",Relevant
167942,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_0,Khan Academy _27_0_41,train,what information are you collecting from me?,"We may also work with third party partners to employ technologies, including the application of statistical modeling tools, which permit us to recognize and contact you across multiple devices.",Relevant
167958,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_0,Khan Academy _27_0_57,train,what information are you collecting from me?,We and our third-party partners may also use cookies and tracking technologies for advertising purposes.,Relevant
168624,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_2,Khan Academy _27_2_31,train,are you tracking my location,"We may collect and use information about your location (such as your country) or infer your approximate location based on your IP address in order to provide you with tailored educational experiences for your region, but we dont collect the precise geolocation of you or your device.",Relevant
169342,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_4,Khan Academy _27_4_57,train,are you selling my data,We and our third-party partners may also use cookies and tracking technologies for advertising purposes.,Relevant
169362,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_4,Khan Academy _27_4_77,train,are you selling my data,We do not rent or sell Personal Information that we collect from users with third parties.,Relevant
169363,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_4,Khan Academy _27_4_78,train,are you selling my data,"Khan Academy will disclose personal information when you post content which is visible to others on the Service, when you consent or instruct us to share your personal information with third parties, or when we have a legitimate business or legal need to share your information.",Relevant
169364,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_4,Khan Academy _27_4_79,train,are you selling my data,We may also disclose anonymous or aggregate information that does not reasonably identify you as an individual.,Relevant
169424,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_4,Khan Academy _27_4_139,train,are you selling my data,Interest Based Advertising Khan Academy does not display any targeted advertising on our Service.,Relevant
169425,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_4,Khan Academy _27_4_140,train,are you selling my data,"However, we participate in interest-based advertising and use third party advertising companies to serve you targeted advertisements on other websites, apps or services, including on Facebook and other social networks, or on other devices you may use.",Relevant
169426,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_4,Khan Academy _27_4_141,train,are you selling my data,"These third party ad networks use tracking technologies to recognize your browser or device and to collect information about your visit to our Service to provide you customized content, advertising and commercial messages which may be more relevant to your interests, as well as to provide advertising-related services such as reporting, attribution, analytics and market research.",Relevant
169633,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_2,train,what kind of information do you collect?,"If you create an account on the Khan Academy Service, or communicate with Khan Academy, you may provide to Khan Academy what is generally called Personal Information or Personal Data, such as your full name, birthdate, email address or other information that can be used to identify you.",Relevant
169635,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_4,train,what kind of information do you collect?,"We collect information, including personal information, in a variety of ways which may vary according to your use of the Service and your account settings.",Relevant
169637,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_6,train,what kind of information do you collect?,"Contact and profile information Account and authentication information from third-party integrated services Location information Information about your browser or device Donation and applicant data Non-personal information which may be linked to your Personal Information Below, we describe examples of the categories of information we collect from and about you when you use our Service:",Relevant
169638,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_7,train,what kind of information do you collect?,Information you provide to us and information we receive about you from others Contact and profile information.,Relevant
169639,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_8,train,what kind of information do you collect?,"When you create an account on the Khan Academy Service, or communicate with us, we may collect personal information including your name, email address, and birthdate.",Relevant
169640,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_9,train,what kind of information do you collect?,"After you register, you may also choose to provide additional information in your profile, such as your nickname, location (city), and other personal or demographic information.",Relevant
169641,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_10,train,what kind of information do you collect?,"In addition, we may ask you for personal information at other times, such as when you contact our technical support team, send us an email, complete a user survey, or otherwise communicate with Khan Academy.",Relevant
169643,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_12,train,what kind of information do you collect?,"If you decide to register through or otherwise grant access to a third-party social networking or integrated service (what we call an Integrated Service), such as Facebook, Google, Clever or similar single sign-on service, Khan Academy may also collect Personal Information that is already associated with your Integrated Service account.",Relevant
169644,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_13,train,what kind of information do you collect?,"You may also have the option of sharing additional information with Khan Academy through an Integrated Service, as controlled through your settings on that Integrated Service.",Relevant
169645,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_14,train,what kind of information do you collect?,"If you choose to provide such information, during registration or otherwise, Khan Academy will treat the information as Personal Information and will use it in the ways described in this Privacy Policy.",Relevant
169647,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_16,train,what kind of information do you collect?,We make available certain features on our Service that allow other users to provide us information about you.,Relevant
169648,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_17,train,what kind of information do you collect?,"For example, a parent or teacher may provide information relating to a Child User, such as when a parent registers an account for their Child and provide us with certain information about the Child, such as user name and age.",Relevant
169650,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_19,train,what kind of information do you collect?,We may also receive information from third party organizations with which we partner to provide educational services.,Relevant
169651,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_20,train,what kind of information do you collect?,"If we combine or associate information from other sources with Personal Information that we collect through our Service, we will treat the combined information as Personal Information in accordance with this Privacy Policy.",Relevant
169653,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_22,train,what kind of information do you collect?,"From time to time, Khan Academy may feature a special program or activity we offer in partnership with a third party.",Relevant
169654,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_23,train,what kind of information do you collect?,"If you participate in these special programs, Khan Academy may collect personal information from you to facilitate those programs.",Relevant
169655,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_24,train,what kind of information do you collect?,"For example, LearnStorm participants may be asked to provide information related to event logistics and prize awarding and processing (e.g., contact information, dietary restrictions, shirt sizes, etc.",Relevant
169656,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_25,train,what kind of information do you collect?,"), and College Board program participants may provide information regarding study habits and test scores (e.g., the number of hours studied, modules or tests taken, scores earned, etc.",Relevant
169659,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_28,train,what kind of information do you collect?,"We may collect usage information about your use of our Service, such as the number of problems you have attempted, the number of videos you have viewed, and the amount of time spent to complete a problem.",Relevant
169662,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_31,train,what kind of information do you collect?,"We may collect and use information about your location (such as your country) or infer your approximate location based on your IP address in order to provide you with tailored educational experiences for your region, but we dont collect the precise geolocation of you or your device.",Relevant
169665,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_34,train,what kind of information do you collect?,"If you donate to Khan Academy via PayPal, we may obtain your name and mailing address to send a thank you note, or if you apply for a job with Khan Academy via an online recruiting site, we will obtain the information you provide in your application for that purpose.",Relevant
169667,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_36,train,what kind of information do you collect?,"To provide a personalized learning and high-quality experience for our users, we may use various technologies that automatically record certain technical information from your browser or device when you visit our website, read our emails, use our Service or otherwise engage with us.",Relevant
169668,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_37,train,what kind of information do you collect?,"This information is typically collected through a variety of tracking technologies, including cookies, web beacons, Flash objects, log files, and similar technology (collectively, tracking technologies).",Relevant
169669,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_38,train,what kind of information do you collect?,"These tracking technologies cookies collect information about how you use the Service (e.g., the pages you view, the links you click, and other actions you take on the Service), information about your browser and online usage patterns (e.g., Internet Protocol (IP) address, browser type, browser language, referring / exit pages and URLs, pages viewed, whether you opened an email, links clicked), and information about the device(s) you use to access the Service (e.g., mobile device identifier, mobile carrier, device type, model and manufacturer, mobile device operating system brand and model, and whether you access the Service from multiple devices).",Relevant
169670,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_39,train,what kind of information do you collect?,"We may collect analytics data, or use third-party analytics tools such as Google Analytics, to help us measure traffic and usage trends for the Sites and to understand more about the demographics of our users.",Relevant
169672,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_41,train,what kind of information do you collect?,"We may also work with third party partners to employ technologies, including the application of statistical modeling tools, which permit us to recognize and contact you across multiple devices.",Relevant
169688,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_5,Khan Academy _27_5_57,train,what kind of information do you collect?,We and our third-party partners may also use cookies and tracking technologies for advertising purposes.,Relevant
170054,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_77,train,who do you share the information with?,We do not rent or sell Personal Information that we collect from users with third parties.,Relevant
170055,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_78,train,who do you share the information with?,"Khan Academy will disclose personal information when you post content which is visible to others on the Service, when you consent or instruct us to share your personal information with third parties, or when we have a legitimate business or legal need to share your information.",Relevant
170056,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_79,train,who do you share the information with?,We may also disclose anonymous or aggregate information that does not reasonably identify you as an individual.,Relevant
170059,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_82,train,who do you share the information with?,Certain features and functions of the Service shares or makes your information accessible to others.,Relevant
170060,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_83,train,who do you share the information with?,"As with most online services, once you make your Personal Information available to others online, it may be collected and used by the recipients or any other website visitor without restriction.",Relevant
170064,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_87,train,who do you share the information with?,"When you post a question or answer to the Service, your profile, which could include your name, short biography, and city-level location, as well as the content of your posted comment, is visible to others on the Service.",Relevant
170066,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_89,train,who do you share the information with?,"When your account is connected to a Coach on the Service, the Coach will be able to see your profile information and your activities on the Service, such as which videos you have watched, the questions and responses you post, and other usage information.",Relevant
170067,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_90,train,who do you share the information with?,"Coaches may also be able to see your name (not only your username) as well as your email address, if you include that information in your account profile.",Relevant
170069,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_92,train,who do you share the information with?,You may provide consent or authorization to share your personal information with third party applications or services in several ways.,Relevant
170072,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_95,train,who do you share the information with?,We may share data with social networks at your request.,Relevant
170075,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_98,train,who do you share the information with?,"If you have explicitly agreed that we may do so, Khan Academy may disclose your Personal Information through a social network or similar service (like Facebook or Google).",Relevant
170077,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_100,train,who do you share the information with?,We may share data with third-party applications that you authorize.,Relevant
170078,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_101,train,who do you share the information with?,"Third-party application developers and service providers (commonly known as App Developers) may build complementary services for our platform, such as a mobile application for visually-impaired learners to access our resources, or may use our Khan Academy content to build unaffiliated applications and services.",Relevant
170079,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_102,train,who do you share the information with?,"If you connect your Khan Academy account to an application or service, or approve access to your Khan Academy account by a third party application or service, you consent to Khan Academy sharing your information with that third party.",Relevant
170080,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_103,train,who do you share the information with?,We may share data in connection with special programs you participate in.,Relevant
170081,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_104,train,who do you share the information with?,"If you participate in special programs where Khan Academy partners with third parties, Khan Academy may share data collected from or about you with its third party partners to facilitate the program or services being offered.",Relevant
170084,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_107,train,who do you share the information with?,We may share information with your consent.,Relevant
170085,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_108,train,who do you share the information with?,Khan Academy does not share your Personal Information with third-party organizations for their marketing or promotional use without your consent.,Relevant
170086,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_109,train,who do you share the information with?,"In some instances, you may be able to grant us permission to share your Personal Information with authorized partners, not-for-profit organizations, and other entities that are not affiliated with Khan Academy.",Relevant
170090,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_113,train,who do you share the information with?,We may share anonymous or aggregate data with others.,Relevant
170091,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_114,train,who do you share the information with?,"We may use data which has been de-identified and/or aggregated for product development, research, analytics and other purposes, including for the purpose of analyzing, improving, or marketing the Khan Academy Services.",Relevant
170092,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_115,train,who do you share the information with?,"In certain occasions, Khan Academy may share this data with business partners to improve our services or offerings.",Relevant
170093,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_116,train,who do you share the information with?,"If we disclose information to authorized business partners to conduct research on online education or assist in understanding the usage, viewing, and demographic patterns for certain programs, content, services, promotions, and/or functionality on our Service, such data will be aggregated and/or anonymized to reasonably avoid identification of a specific individual.",Relevant
170095,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_118,train,who do you share the information with?,We will share data with employees and service providers.,Relevant
170096,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_119,train,who do you share the information with?,"Khan Academy may share information with our employees and trusted vendors, third party service providers and other individuals to provide services or products for us or on our behalf, which could include analytics, hosting, marketing and similar services.",Relevant
170097,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_120,train,who do you share the information with?,"When we share personal information with third party service providers or vendors, these third parties are contractually obligated to maintain the security and confidentiality of that personal information.",Relevant
170098,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_121,train,who do you share the information with?,"We may share data in the context of a change of business, including a merger or acquisition.",Relevant
170099,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_122,train,who do you share the information with?,"In the event that Khan Academy is involved in a merger, acquisition, bankruptcy, change of control, or any form of sale of some or all of our assets, your personal information may be transferred or disclosed in connection with such business transaction.",Relevant
170100,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_123,train,who do you share the information with?,"If the transaction involves the transfer of Student Records to a third party, we will require the new owner to continue to honor the terms provided in this Privacy Policy, or we will provide the School with notice and an opportunity to opt-out of the transfer of Student Records by deleting Student Records before the transfer occurs.",Relevant
170102,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_6,Khan Academy _27_6_125,train,who do you share the information with?,"Khan Academy may release Personal Information if we have a good faith belief that access, use, preservation, or disclosure of such information is reasonably necessary to (a) satisfy any applicable law, regulation, legal process, or enforceable governmental request; (b) enforce applicable Terms of Service, including investigation of potential violations thereof; (c) investigate and defend ourselves against any third-party claims or allegations; (d) detect, prevent or otherwise address fraud, security or technical issues; (e) protect the rights, property, or personal safety of Khan Academy, our users, or the public; or (f) as required or permitted by law.",Relevant
170527,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_204,train,is my information secure?,"To protect your privacy and security, we take reasonable steps to verify your identity before granting you account access or making corrections to your information.",Relevant
170528,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_205,train,is my information secure?,"For example, we may ask you to provide certain Personal Information to confirm your identity, and we may require that you create and use a password to access certain parts of our Service.",Relevant
170529,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_206,train,is my information secure?,You should create and maintain a strong password to help ensure the security of your account.,Relevant
170530,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_207,train,is my information secure?,"We try to ensure that our Service and information sent to us are safe, but no security measures are perfect.",Relevant
170531,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_208,train,is my information secure?,"Khan Academy uses certain physical, managerial, and technical safeguards designed to preserve the integrity and security of your Personal Information and other information we maintain in connection with our Service.",Relevant
170532,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_209,train,is my information secure?,"We cannot, however, ensure or warrant the security of any or all of the information you transmit to Khan Academy, and you do so at your own risk.",Relevant
170533,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_210,train,is my information secure?,"Once we receive your transmission of information, Khan Academy makes commercially reasonable efforts to ensure the security of our systems.",Relevant
170534,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_211,train,is my information secure?,"When you enter sensitive information, we encrypt the transmission of that information using secure socket layer technology (SSL) or similar technologies.",Relevant
170535,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_212,train,is my information secure?,"However, please note that this is not a guarantee that such information may not be accessed, disclosed, altered, or destroyed by breach of any of our physical, technical, or managerial safeguards.",Relevant
170536,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_7,Khan Academy _27_7_213,train,is my information secure?,"In the event that any information under our control is compromised as a result of a breach of security, we will take reasonable steps to investigate the situation and will notify you of the security incident in accordance with applicable laws and regulations.",Relevant
170706,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_8,Khan Academy _27_8_37,train,do you use cookies?,"This information is typically collected through a variety of tracking technologies, including cookies, web beacons, Flash objects, log files, and similar technology (collectively, tracking technologies).",Relevant
170707,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_8,Khan Academy _27_8_38,train,do you use cookies?,"These tracking technologies cookies collect information about how you use the Service (e.g., the pages you view, the links you click, and other actions you take on the Service), information about your browser and online usage patterns (e.g., Internet Protocol (IP) address, browser type, browser language, referring / exit pages and URLs, pages viewed, whether you opened an email, links clicked), and information about the device(s) you use to access the Service (e.g., mobile device identifier, mobile carrier, device type, model and manufacturer, mobile device operating system brand and model, and whether you access the Service from multiple devices).",Relevant
171438,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_10,Khan Academy _27_10_77,train,who is allowed access to my response data?,We do not rent or sell Personal Information that we collect from users with third parties.,Relevant
171439,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_10,Khan Academy _27_10_78,train,who is allowed access to my response data?,"Khan Academy will disclose personal information when you post content which is visible to others on the Service, when you consent or instruct us to share your personal information with third parties, or when we have a legitimate business or legal need to share your information.",Relevant
171440,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_10,Khan Academy _27_10_79,train,who is allowed access to my response data?,We may also disclose anonymous or aggregate information that does not reasonably identify you as an individual.,Relevant
171443,../../Dataset/Train/org.khanacademy.android,Khan Academy _27,Khan Academy _27_10,Khan Academy _27_10_82,train,who is allowed access to my response data?,Certain features and functions of the Service shares or makes your information accessible to others.,Relevant
